0.550000,12.000000,0.000000,0.000000,0.000000,0.000000,3692.000000,149.000000,16367.000000,994.000000,0.000000,0.000000,0.000000,0.000000,0,0
1.050000,12.000000,0.000000,0.000000,0.000000,0.000000,3692.000000,149.000000,16367.000000,994.000000,0.000000,0.000000,0.000000,0.000000,0,0
1.550000,12.000000,0.000000,0.000000,0.000000,0.000000,3692.000000,149.000000,16367.000000,994.000000,0.000000,0.000000,0.000000,0.000000,0,0
2.050000,12.000000,0.000000,0.000000,0.000000,0.000000,3692.000000,149.000000,16367.000000,994.000000,0.000000,0.000000,0.000000,0.000000,0,0
2.550000,12.000000,0.000000,0.000000,0.000000,0.000000,3692.000000,149.000000,16367.000000,994.000000,0.000000,0.000000,0.000000,0.000000,0,0
3.050000,12.000000,0.000000,0.000000,0.000000,0.000000,3692.000000,149.000000,16367.000000,994.000000,0.000000,0.000000,0.000000,0.000000,0,0
3.550000,12.000000,0.000000,0.000000,0.000000,0.000000,3692.000000,149.000000,16367.000000,994.000000,0.000000,0.000000,0.000000,0.000000,0,0
4.050000,12.000000,0.000000,0.000000,0.000000,0.000000,3692.000000,149.000000,16367.000000,994.000000,0.000000,0.000000,0.000000,0.000000,0,0
4.550000,12.000000,0.000000,0.000000,0.000000,0.000000,3692.000000,149.000000,16367.000000,994.000000,0.000000,0.000000,0.000000,0.000000,0,0
5.050000,11.991670,50.000000,2.311062,1.387759,0.056007,3692.000000,149.000000,16367.000000,994.000000,0.000000,0.000000,0.000000,0.000000,0,0
5.550000,11.991670,50.000000,2.311062,8.326555,0.336039,3692.000000,149.000000,16367.000000,994.000000,0.000000,0.000000,0.000000,0.000000,0,0
6.050000,11.991670,50.000000,2.311062,11.102074,0.448052,3692.000000,149.000000,16367.000000,994.000000,0.000000,0.000000,0.000000,0.000000,0,0
6.550000,11.991670,50.000000,2.311062,22.204147,0.896105,3692.000000,149.000000,16367.000000,994.000000,0.000000,0.000000,0.000000,0.000000,0,0
7.050000,11.991670,50.000000,2.311062,29.142943,1.176137,3692.000000,149.000000,16367.000000,994.000000,0.000000,0.000000,0.000000,0.000000,0,0
7.550000,11.991670,50.000000,2.311062,36.081739,1.456170,3692.000000,149.000000,16367.000000,994.000000,0.000000,0.000000,0.000000,0.000000,0,0
8.050000,11.991670,50.000000,2.311062,43.020535,1.736202,3692.000000,149.000000,16367.000000,994.000000,0.000000,0.000000,0.000000,0.000000,0,0
8.550000,11.991670,50.000000,2.311062,49.959332,2.016235,3692.000000,149.000000,16367.000000,994.000000,0.000000,0.000000,0.000000,0.000000,0,0
9.050000,11.991670,50.000000,2.311062,56.898128,2.296268,3692.000000,149.000000,16367.000000,994.000000,0.000000,0.000000,0.000000,0.000000,0,0
9.550000,11.991670,50.000000,2.311062,63.836924,2.576300,3692.000000,149.000000,16367.000000,994.000000,0.000000,0.000000,0.000000,0.000000,0,0
10.050000,11.958340,50.000000,2.311062,69.387960,2.800327,3692.000000,149.000000,16367.000000,994.000000,0.000000,0.000000,0.000000,0.000000,0,0
10.550000,11.958340,50.000000,2.311062,77.714516,3.136366,3692.000000,149.000000,16367.000000,994.000000,0.000000,0.000000,0.000000,0.000000,0,0
11.050000,11.958340,50.000000,2.311062,84.653312,3.416398,3692.000000,149.000000,16367.000000,994.000000,0.000000,0.000000,0.000000,0.000000,0,0
11.550000,11.958340,50.000000,2.311062,91.592108,3.696431,3692.000000,149.000000,16367.000000,994.000000,0.000000,0.000000,0.000000,0.000000,0,0
12.050000,11.958340,50.000000,2.311062,98.530904,3.976464,3692.000000,149.000000,16367.000000,994.000000,0.000000,0.000000,0.000000,0.000000,0,0
12.550000,11.958340,50.000000,2.311062,105.469700,4.256496,3692.000000,149.000000,16367.000000,994.000000,0.000000,0.000000,0.000000,0.000000,0,0
13.050000,11.958340,50.000000,2.311062,112.408496,4.536529,3692.000000,149.000000,16367.000000,994.000000,0.000000,0.000000,0.000000,0.000000,0,0
13.550000,11.958340,50.000000,2.311062,119.347292,4.816562,3692.000000,149.000000,16367.000000,994.000000,0.000000,0.000000,0.000000,0.000000,0,0
14.050000,11.958340,50.000000,2.311062,126.286088,5.096594,3692.000000,149.000000,16367.000000,994.000000,0.000000,0.000000,0.000000,0.000000,0,0
14.550000,11.958340,50.000000,2.311062,133.224884,5.376627,3692.000000,149.000000,16367.000000,994.000000,0.000000,0.000000,0.000000,0.000000,0,0
15.050000,11.925010,50.000000,2.311062,138.775921,5.600653,3692.000000,149.000000,16367.000000,994.000000,0.000000,0.000000,0.000000,0.000000,0,0
15.550000,11.925010,50.000000,2.311062,147.102476,5.936692,3692.000000,149.000000,16367.000000,994.000000,0.000000,0.000000,0.000000,0.000000,0,0
16.050000,11.925010,50.000000,2.311062,154.041272,6.216725,3692.000000,149.000000,16367.000000,994.000000,0.000000,0.000000,0.000000,0.000000,0,0
16.550000,11.925010,50.000000,2.311062,160.980068,6.496758,3692.000000,149.000000,16367.000000,994.000000,0.000000,0.000000,0.000000,0.000000,0,0
17.050000,11.925010,50.000000,2.311062,167.918864,6.776790,3692.000000,149.000000,16367.000000,994.000000,0.000000,0.000000,0.000000,0.000000,0,0
17.550000,11.925010,50.000000,2.311062,174.857660,7.056823,3692.000000,149.000000,16367.000000,994.000000,0.000000,0.000000,0.000000,0.000000,0,0
18.050000,11.925010,50.000000,2.311062,181.796456,7.336856,3692.000000,149.000000,16367.000000,994.000000,0.000000,0.000000,0.000000,0.000000,0,0
